,collection_date,collection_time,geo_loc_name,isolation_source,collection_site_id,project_name,collected_by,purpose_of_ww_sampling,ww_sample_site,ww_flow,instantaneous_flow,ww_population,ww_sample_matrix,ww_sample_type,collection_volume,ww_sample_duration,ww_temperature,ww_ph,ww_industrial_effluent_percent,ww_total_suspended_solids,ww_pre_treatment,concentration_method,extraction_method,extraction_control,ww_surv_target_1,ww_surv_target_1_known_present,ww_surv_target_1_protocol,ww_surv_target_1_conc,ww_surv_target_1_conc_unit,ww_surv_target_1_gene,ww_surv_target_2,ww_surv_target_2_conc,ww_surv_target_2_conc_unit,ww_surv_target_2_gene,ww_surv_target_2_known_present,purpose_of_ww_sequencing,sequenced_by,BioSampleModel,enrichment_kit,amplicon_PCR_primer_scheme,amplicon_size,quality_control_method,quality_control_method_version,quality_control_determination,quality_control_issues,dehosting_method,sequence_submitter_contact_email,experiment_id,SRA_id,raw_sequence_data_processing_method,sample_name,ww_surv_jurisdiction,ww_surv_system_sample_id,ww_population_source,ww_endog_control_1,ww_endog_control_1_conc,ww_endog_control_1_protocol,ww_endog_control_1_units,ww_primary_sludge_retention_time,ww_processing_protocol,ww_surv_target_2_protocol
SRR25652095,2023-05-30,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,58496,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652095,SRX21378272,,,,192-230530,,,,,,,,
SRR25652443,2023-05-29,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,47000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652443,SRX21378615,,,,229-230529,,,,,,,,
SRR25652100,2023-05-29,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,97000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652100,SRX21378267,,,,219-230529,,,,,,,,
SRR25652436,2023-05-29,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,3500000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652436,SRX21378622,,,,19-230529,,,,,,,,
SRR25652437,2023-05-29,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,3500000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652437,SRX21378621,,,,19-230529,,,,,,,,
SRR25652438,2023-05-29,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,73000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652438,SRX21378620,,,,191-230529,,,,,,,,
SRR25652439,2023-05-29,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,73000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652439,SRX21378619,,,,191-230529,,,,,,,,
SRR25652441,2023-05-29,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,45000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652441,SRX21378617,,,,200-230529,,,,,,,,
SRR25652442,2023-05-29,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,45000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652442,SRX21378616,,,,200-230529,,,,,,,,
SRR25652444,2023-05-29,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,47000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652444,SRX21378614,,,,229-230529,,,,,,,,
SRR25652099,2023-05-29,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,97000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652099,SRX21378268,,,,219-230529,,,,,,,,
SRR25652430,2023-05-28,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,3500000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652430,SRX21378628,,,,19-230528,,,,,,,,
SRR25652431,2023-05-28,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,3500000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652431,SRX21378627,,,,19-230528,,,,,,,,
SRR25652325,2023-05-26,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,350000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652325,SRX21378386,,,,197-230526,,,,,,,,
SRR25652327,2023-05-26,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,130000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652327,SRX21378384,,,,211-230526,,,,,,,,
SRR25652104,2023-05-26,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,47000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652104,SRX21378263,,,,229-230526,,,,,,,,
SRR25652108,2023-05-26,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,73000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652108,SRX21378259,,,,191-230526,,,,,,,,
SRR25652105,2023-05-26,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,47000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652105,SRX21378262,,,,229-230526,,,,,,,,
SRR25652106,2023-05-26,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,9000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652106,SRX21378261,,,,189-230526,,,,,,,,
SRR25652107,2023-05-26,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,9000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652107,SRX21378260,,,,189-230526,,,,,,,,
SRR25652109,2023-05-26,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,73000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652109,SRX21378388,,,,191-230526,,,,,,,,
SRR25652324,2023-05-26,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,350000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652324,SRX21378387,,,,197-230526,,,,,,,,
SRR25652326,2023-05-26,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,130000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652326,SRX21378385,,,,211-230526,,,,,,,,
SRR25652335,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,45000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652335,SRX21378376,,,,200-230524,,,,,,,,
SRR25653009,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,250000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25653009,SRX21379008,,,,185-230524,,,,,,,,
SRR25653008,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,250000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25653008,SRX21379009,,,,185-230524,,,,,,,,
SRR25652456,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,97000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652456,SRX21378602,,,,219-230524,,,,,,,,
SRR25652339,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,130000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652339,SRX21378372,,,,212-230524,,,,,,,,
SRR25652457,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,97000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652457,SRX21378601,,,,219-230524,,,,,,,,
SRR25652341,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,130000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652341,SRX21378370,,,,211-230524,,,,,,,,
SRR25652334,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,45000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652334,SRX21378377,,,,200-230524,,,,,,,,
SRR25652332,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,58496,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652332,SRX21378379,,,,192-230524,,,,,,,,
SRR25652342,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,130000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652342,SRX21378369,,,,211-230524,,,,,,,,
SRR25652333,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,58496,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652333,SRX21378378,,,,192-230524,,,,,,,,
SRR25652331,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,44000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652331,SRX21378380,,,,201-230524,,,,,,,,
SRR25652330,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,44000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652330,SRX21378381,,,,201-230524,,,,,,,,
SRR25652338,2023-05-24,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,130000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652338,SRX21378373,,,,212-230524,,,,,,,,
SRR25652343,2023-05-23,,USA: California,wastewater,,,,public health surveillance community-level,wastewater treatment plant,,,250000,post grit removal,composite,,24,,,,,,Ceres Nanotrap Microbiome A,Chemagic Viral DNA/RNA 300 and Zymo OneStep PCR Inhibitor Removal kit,NA,NA,no,NA,NA,NA,NA,,,,,,,Verily Life Sciences,SARS-CoV-2: wastewater surveillance,SSIV VILO RT + NEB Q5 PCR using ARTIC V4.1 primers covering spike,artic-v4.1 spike,,,,,,SRA human read removal tool,publichealthteam@verily.com,SRR25652343,SRX21379026,,,,185-230523,,,,,,,,
