,ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Submitter_Id,collection_date,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),geographic_location_(region_and_locality),investigation_type,project_name,sample_name,sequencing_method,sewage_type,wastewater_type,wastewater/sludge_environmental_package,rundate,experiment_id,SRA_id
ERR9862451,2022-06-20,2022-06-20,SAMEA110149970,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,12_2021_02_18,2021-02-18,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_18,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862451,ERX9407529
ERR9862618,2022-06-20,2022-06-20,SAMEA110150137,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,19_2021_02_18,2021-02-18,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_18,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862618,ERX9407696
ERR9862531,2022-06-20,2022-06-20,SAMEA110150050,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,17_2021_02_17,2021-02-17,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_17,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862531,ERX9407609
ERR9862617,2022-06-20,2022-06-20,SAMEA110150136,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:29Z,2022-06-20T04:17:29Z,public,19_2021_02_17,2021-02-17,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_17,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862617,ERX9407695
ERR9862377,2022-06-20,2022-06-20,SAMEA110149896,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_17,2021-02-17,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_17,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862377,ERX9407455
ERR9862450,2022-06-20,2022-06-20,SAMEA110149969,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,12_2021_02_17,2021-02-17,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_17,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862450,ERX9407528
ERR9862703,2022-06-20,2022-06-20,SAMEA110150222,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_17,2021-02-17,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_17,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862703,ERX9407781
ERR9862702,2022-06-20,2022-06-20,SAMEA110150221,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_16,2021-02-16,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_16,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862702,ERX9407780
ERR9862616,2022-06-20,2022-06-20,SAMEA110150135,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,19_2021_02_16,2021-02-16,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_16,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862616,ERX9407694
ERR9862376,2022-06-20,2022-06-20,SAMEA110149895,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_16,2021-02-16,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_16,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862376,ERX9407454
ERR9862449,2022-06-20,2022-06-20,SAMEA110149968,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,12_2021_02_16,2021-02-16,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_16,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862449,ERX9407527
ERR9862530,2022-06-20,2022-06-20,SAMEA110150049,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,17_2021_02_16,2021-02-16,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_16,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862530,ERX9407608
ERR9862701,2022-06-20,2022-06-20,SAMEA110150220,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_15,2021-02-15,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862701,ERX9407779
ERR9862529,2022-06-20,2022-06-20,SAMEA110150048,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,17_2021_02_15,2021-02-15,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862529,ERX9407607
ERR9862615,2022-06-20,2022-06-20,SAMEA110150134,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,19_2021_02_15,2021-02-15,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862615,ERX9407693
ERR9862448,2022-06-20,2022-06-20,SAMEA110149967,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,12_2021_02_15,2021-02-15,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862448,ERX9407526
ERR9862375,2022-06-20,2022-06-20,SAMEA110149894,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_15,2021-02-15,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_15,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862375,ERX9407453
ERR9862374,2022-06-20,2022-06-20,SAMEA110149893,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_14,2021-02-14,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862374,ERX9407452
ERR9862528,2022-06-20,2022-06-20,SAMEA110150047,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,17_2021_02_14,2021-02-14,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862528,ERX9407606
ERR9862614,2022-06-20,2022-06-20,SAMEA110150133,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,19_2021_02_14,2021-02-14,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862614,ERX9407692
ERR9862700,2022-06-20,2022-06-20,SAMEA110150219,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_14,2021-02-14,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862700,ERX9407778
ERR9862447,2022-06-20,2022-06-20,SAMEA110149966,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,12_2021_02_14,2021-02-14,SARS-CoV2,urban biome,city,sewage,Switzerland,46.5202,6.5929,VD - Lausanne - STEP Vidy,virus,Swiss SARS-CoV-2 Wastewater Surveillance,12_2021_02_14,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862447,ERX9407525
ERR9862373,2022-06-20,2022-06-20,SAMEA110149892,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_13,2021-02-13,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862373,ERX9407451
ERR9862527,2022-06-20,2022-06-20,SAMEA110150046,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,17_2021_02_13,2021-02-13,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862527,ERX9407605
ERR9862613,2022-06-20,2022-06-20,SAMEA110150132,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,19_2021_02_13,2021-02-13,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-05-14,ERR9862613,ERX9407691
ERR9862699,2022-06-20,2022-06-20,SAMEA110150218,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_13,2021-02-13,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_13,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862699,ERX9407777
ERR9862372,2022-06-20,2022-06-20,SAMEA110149891,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,10_2021_02_12,2021-02-12,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4007,8.481,ZH - Zürich - ARA Werdhölzli,virus,Swiss SARS-CoV-2 Wastewater Surveillance,10_2021_02_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862372,ERX9407450
ERR9862526,2022-06-20,2022-06-20,SAMEA110150045,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,17_2021_02_12,2021-02-12,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862526,ERX9407604
ERR9862612,2022-06-20,2022-06-20,SAMEA110150131,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,19_2021_02_12,2021-02-12,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862612,ERX9407690
ERR9862698,2022-06-20,2022-06-20,SAMEA110150217,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_12,2021-02-12,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_12,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862698,ERX9407776
ERR9862611,2022-06-20,2022-06-20,SAMEA110150130,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,19_2021_02_11,2021-02-11,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862611,ERX9407689
ERR9862525,2022-06-20,2022-06-20,SAMEA110150044,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,17_2021_02_11,2021-02-11,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862525,ERX9407603
ERR9862697,2022-06-20,2022-06-20,SAMEA110150216,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_11,2021-02-11,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_11,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862697,ERX9407775
ERR9862524,2022-06-20,2022-06-20,SAMEA110150043,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,17_2021_02_10,2021-02-10,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862524,ERX9407602
ERR9862696,2022-06-20,2022-06-20,SAMEA110150215,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_10,2021-02-10,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862696,ERX9407774
ERR9862610,2022-06-20,2022-06-20,SAMEA110150129,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,19_2021_02_10,2021-02-10,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_10,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862610,ERX9407688
ERR9862523,2022-06-20,2022-06-20,SAMEA110150042,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,17_2021_02_09,2021-02-09,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862523,ERX9407601
ERR9862695,2022-06-20,2022-06-20,SAMEA110150214,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_09,2021-02-09,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862695,ERX9407773
ERR9862609,2022-06-20,2022-06-20,SAMEA110150128,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,19_2021_02_09,2021-02-09,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_09,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862609,ERX9407687
ERR9862522,2022-06-20,2022-06-20,SAMEA110150041,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,17_2021_02_08,2021-02-08,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862522,ERX9407600
ERR9862694,2022-06-20,2022-06-20,SAMEA110150213,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_08,2021-02-08,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862694,ERX9407772
ERR9862608,2022-06-20,2022-06-20,SAMEA110150127,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,19_2021_02_08,2021-02-08,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_08,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862608,ERX9407686
ERR9862693,2022-06-20,2022-06-20,SAMEA110150212,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_07,2021-02-07,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862693,ERX9407771
ERR9862607,2022-06-20,2022-06-20,SAMEA110150126,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,19_2021_02_07,2021-02-07,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862607,ERX9407685
ERR9862521,2022-06-20,2022-06-20,SAMEA110150040,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,17_2021_02_07,2021-02-07,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_07,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862521,ERX9407599
ERR9862692,2022-06-20,2022-06-20,SAMEA110150211,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:34Z,2022-06-20T04:17:34Z,public,25_2021_02_06,2021-02-06,SARS-CoV2,urban biome,city,sewage,Switzerland,46.9174,7.24057,BE - Laupen - ARA Sensetal,virus,Swiss SARS-CoV-2 Wastewater Surveillance,25_2021_02_06,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862692,ERX9407770
ERR9862606,2022-06-20,2022-06-20,SAMEA110150125,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:39Z,2022-06-20T04:17:39Z,public,19_2021_02_06,2021-02-06,SARS-CoV2,urban biome,city,sewage,Switzerland,47.4902,9.5673,SG - Altenrhein - ARA Altenrhein,virus,Swiss SARS-CoV-2 Wastewater Surveillance,19_2021_02_06,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862606,ERX9407684
ERR9862520,2022-06-20,2022-06-20,SAMEA110150039,SIB,"Swiss Institute of Bioinformatics, Switzerland",2022-06-20T04:17:33Z,2022-06-20T04:17:33Z,public,17_2021_02_06,2021-02-06,SARS-CoV2,urban biome,city,sewage,Switzerland,46.8707,9.5293,GR - Chur - ARA Chur,virus,Swiss SARS-CoV-2 Wastewater Surveillance,17_2021_02_06,NGS Illumina xxx,municipal wastewater treatment plant,human waste,wastewater/sludge,2021-04-16,ERR9862520,ERX9407598
